ref_area,indicator,source,time,obs_value,obs_status
BWA,LAP_2GDP_NOC_RT,XA:2030,2019,47.62,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2018,47.46,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2017,47.64,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2016,47.49,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2015,48.16,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2014,47.51,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2013,46.74,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2012,47.5,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2011,47.31,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2010,47.04,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2009,48.81,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2008,47.25,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2007,47.02,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2006,46.99,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2005,47.39,I
BWA,LAP_2GDP_NOC_RT,XA:2030,2004,47.56,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2019,42.56,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2018,42.56,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2017,42.56,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2016,42.56,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2015,42.6,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2014,42.85,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2013,44.45,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2012,42.19,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2011,42.33,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2010,42.4,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2009,42.26,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2008,42.66,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2007,42.57,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2006,42.59,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2005,42.8,I
CAF,LAP_2GDP_NOC_RT,XA:1849,2004,42.54,I
CAN,LAP_2GDP_NOC_RT,XA:1935,2019,60.83,
CAN,LAP_2GDP_NOC_RT,XA:1935,2018,60.58,
CAN,LAP_2GDP_NOC_RT,XA:1935,2017,60.02,
CAN,LAP_2GDP_NOC_RT,XA:1935,2016,61.05,
CAN,LAP_2GDP_NOC_RT,XA:1935,2015,62.26,
CAN,LAP_2GDP_NOC_RT,XA:1935,2014,60.19,
CAN,LAP_2GDP_NOC_RT,XA:1935,2013,61.13,
CAN,LAP_2GDP_NOC_RT,XA:1935,2012,60.99,
CAN,LAP_2GDP_NOC_RT,XA:1935,2011,60.14,
CAN,LAP_2GDP_NOC_RT,XA:1935,2010,61.18,
CAN,LAP_2GDP_NOC_RT,XA:1935,2009,63.24,
CAN,LAP_2GDP_NOC_RT,XA:1935,2008,60.32,
CAN,LAP_2GDP_NOC_RT,XA:1935,2007,60.66,
CAN,LAP_2GDP_NOC_RT,XA:1935,2006,59.87,
CAN,LAP_2GDP_NOC_RT,XA:1935,2005,59.57,
CAN,LAP_2GDP_NOC_RT,XA:1935,2004,60.09,
CHA,LAP_2GDP_NOC_RT,XA:2232,2019,56.06,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2018,56.09,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2017,55.98,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2016,55.98,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2015,55.84,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2014,55.73,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2013,55.88,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2012,56.05,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2011,56.08,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2010,55.9,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2009,57.28,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2008,56.42,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2007,55.05,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2006,55.28,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2005,56.06,I
CHA,LAP_2GDP_NOC_RT,XA:2232,2004,56.31,I
CHE,LAP_2GDP_NOC_RT,XA:2054,2019,68.81,M
CHE,LAP_2GDP_NOC_RT,XA:2054,2018,67.78,
CHE,LAP_2GDP_NOC_RT,XA:2054,2017,68.89,
CHE,LAP_2GDP_NOC_RT,XA:2054,2016,68.38,
CHE,LAP_2GDP_NOC_RT,XA:2054,2015,68.58,
CHE,LAP_2GDP_NOC_RT,XA:2054,2014,68.64,
CHE,LAP_2GDP_NOC_RT,XA:2054,2013,68.72,
CHE,LAP_2GDP_NOC_RT,XA:2054,2012,67.91,
CHE,LAP_2GDP_NOC_RT,XA:2054,2011,66.57,
CHE,LAP_2GDP_NOC_RT,XA:2054,2010,66.26,
CHE,LAP_2GDP_NOC_RT,XA:2054,2009,68.31,
CHE,LAP_2GDP_NOC_RT,XA:2054,2008,66.46,M
CHE,LAP_2GDP_NOC_RT,XA:2054,2007,66.05,
CHE,LAP_2GDP_NOC_RT,XA:2054,2006,66.73,M
CHE,LAP_2GDP_NOC_RT,XA:2054,2005,68.51,M
CHE,LAP_2GDP_NOC_RT,XA:2054,2004,69.22,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2019,62.47,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2018,61.82,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2017,61.23,
CHL,LAP_2GDP_NOC_RT,XA:1943,2016,61.25,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2015,61.07,
CHL,LAP_2GDP_NOC_RT,XA:1943,2014,60.32,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2013,59.88,
CHL,LAP_2GDP_NOC_RT,XA:1943,2012,59.45,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2011,59.49,
CHL,LAP_2GDP_NOC_RT,XA:1943,2010,54.46,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2009,52.42,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2008,53.75,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2007,51.55,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2006,54.85,
CHL,LAP_2GDP_NOC_RT,XA:1943,2005,60.64,M
CHL,LAP_2GDP_NOC_RT,XA:1943,2004,64.36,M
CHN,LAP_2GDP_NOC_RT,XA:2070,2019,51.56,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2018,51.49,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2017,51.64,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2016,51.8,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2015,51.57,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2014,50.74,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2013,50.06,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2012,48.88,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2011,48.02,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2010,47.84,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2009,48.63,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2008,48.38,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2007,48.09,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2006,48.73,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2005,49.64,I
CHN,LAP_2GDP_NOC_RT,XA:2070,2004,49.91,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2019,33.56,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2018,33.69,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2017,33.87,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2016,34.41,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2015,34.4,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2014,34.61,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2013,34.78,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2012,35.3,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2011,34.81,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2010,37.46,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2009,37.41,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2008,36.81,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2007,39.8,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2006,39.53,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2005,39.71,I
CIV,LAP_2GDP_NOC_RT,XA:1950,2004,39.82,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2019,36.65,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2018,36.72,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2017,37.14,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2016,36.89,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2015,36.7,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2014,36.85,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2013,37.34,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2012,37.98,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2011,38.42,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2010,38.96,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2009,39.71,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2008,39.44,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2007,38.76,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2006,36.16,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2005,38.52,I
CMR,LAP_2GDP_NOC_RT,XA:2085,2004,41.24,I
COD,LAP_2GDP_NOC_RT,XA:2093,2019,39.81,I
COD,LAP_2GDP_NOC_RT,XA:2093,2018,39.42,I
COD,LAP_2GDP_NOC_RT,XA:2093,2017,40.02,I
COD,LAP_2GDP_NOC_RT,XA:2093,2016,40.39,I
COD,LAP_2GDP_NOC_RT,XA:2093,2015,39.24,I
COD,LAP_2GDP_NOC_RT,XA:2093,2014,38.63,I
COD,LAP_2GDP_NOC_RT,XA:2093,2013,38.98,I
COD,LAP_2GDP_NOC_RT,XA:2093,2012,39.44,I
COD,LAP_2GDP_NOC_RT,XA:2093,2011,39.64,I
COD,LAP_2GDP_NOC_RT,XA:2093,2010,39.76,I
COD,LAP_2GDP_NOC_RT,XA:2093,2009,41.08,I
COD,LAP_2GDP_NOC_RT,XA:2093,2008,40.34,I
COD,LAP_2GDP_NOC_RT,XA:2093,2007,40.54,I
COD,LAP_2GDP_NOC_RT,XA:2093,2006,40.95,I
COD,LAP_2GDP_NOC_RT,XA:2093,2005,40.87,I
COD,LAP_2GDP_NOC_RT,XA:2093,2004,40.79,I
COG,LAP_2GDP_NOC_RT,XA:2101,2019,42.63,I
COG,LAP_2GDP_NOC_RT,XA:2101,2018,43.01,I
COG,LAP_2GDP_NOC_RT,XA:2101,2017,42.98,I
COG,LAP_2GDP_NOC_RT,XA:2101,2016,43.44,I
COG,LAP_2GDP_NOC_RT,XA:2101,2015,42.94,I
COG,LAP_2GDP_NOC_RT,XA:2101,2014,42.25,I
COG,LAP_2GDP_NOC_RT,XA:2101,2013,42.83,I
COG,LAP_2GDP_NOC_RT,XA:2101,2012,42.11,I
COG,LAP_2GDP_NOC_RT,XA:2101,2011,42.71,I
COG,LAP_2GDP_NOC_RT,XA:2101,2010,42.19,I
COG,LAP_2GDP_NOC_RT,XA:2101,2009,42.1,I
COG,LAP_2GDP_NOC_RT,XA:2101,2008,42.5,I
COG,LAP_2GDP_NOC_RT,XA:2101,2007,43.42,I
COG,LAP_2GDP_NOC_RT,XA:2101,2006,42.35,I
COG,LAP_2GDP_NOC_RT,XA:2101,2005,42.4,I
COG,LAP_2GDP_NOC_RT,XA:2101,2004,42.72,I
COL,LAP_2GDP_NOC_RT,XA:2109,2019,53.41,
COL,LAP_2GDP_NOC_RT,XA:2109,2018,54.15,
COL,LAP_2GDP_NOC_RT,XA:2109,2017,53.51,
COL,LAP_2GDP_NOC_RT,XA:2109,2016,53.32,
COL,LAP_2GDP_NOC_RT,XA:2109,2015,53.65,
COL,LAP_2GDP_NOC_RT,XA:2109,2014,52.08,
COL,LAP_2GDP_NOC_RT,XA:2109,2013,52.45,
COL,LAP_2GDP_NOC_RT,XA:2109,2012,52.71,
COL,LAP_2GDP_NOC_RT,XA:2109,2011,51.76,
COL,LAP_2GDP_NOC_RT,XA:2109,2010,54.4,
COL,LAP_2GDP_NOC_RT,XA:2109,2009,53.98,M
COL,LAP_2GDP_NOC_RT,XA:2109,2008,50.58,M
COL,LAP_2GDP_NOC_RT,XA:2109,2007,47.74,M
COL,LAP_2GDP_NOC_RT,XA:2109,2006,49.1,
COL,LAP_2GDP_NOC_RT,XA:2109,2005,49.77,
COL,LAP_2GDP_NOC_RT,XA:2109,2004,49.55,M
COM,LAP_2GDP_NOC_RT,XA:2117,2019,41.84,I
COM,LAP_2GDP_NOC_RT,XA:2117,2018,41.19,I
COM,LAP_2GDP_NOC_RT,XA:2117,2017,41.01,I
COM,LAP_2GDP_NOC_RT,XA:2117,2016,41.23,I
COM,LAP_2GDP_NOC_RT,XA:2117,2015,42.2,I
COM,LAP_2GDP_NOC_RT,XA:2117,2014,41.76,I
COM,LAP_2GDP_NOC_RT,XA:2117,2013,40.73,I
COM,LAP_2GDP_NOC_RT,XA:2117,2012,41.35,I
COM,LAP_2GDP_NOC_RT,XA:2117,2011,41,I
COM,LAP_2GDP_NOC_RT,XA:2117,2010,41.18,I
COM,LAP_2GDP_NOC_RT,XA:2117,2009,41.5,I
COM,LAP_2GDP_NOC_RT,XA:2117,2008,41.19,I
COM,LAP_2GDP_NOC_RT,XA:2117,2007,42.67,I
COM,LAP_2GDP_NOC_RT,XA:2117,2006,41.92,I
COM,LAP_2GDP_NOC_RT,XA:2117,2005,41.89,I
COM,LAP_2GDP_NOC_RT,XA:2117,2004,42.37,I
CPV,LAP_2GDP_NOC_RT,XA:2125,2019,41.73,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2018,41.89,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2017,42.25,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2016,42.55,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2015,44.85,
CPV,LAP_2GDP_NOC_RT,XA:2125,2014,43.87,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2013,41.59,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2012,43.43,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2011,40.55,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2010,41.39,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2009,38.66,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2008,37.52,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2007,37.52,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2006,38.54,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2005,38.74,M
CPV,LAP_2GDP_NOC_RT,XA:2125,2004,38.42,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2019,53.55,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2018,52.95,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2017,52.4,
CRI,LAP_2GDP_NOC_RT,XA:2133,2016,53.67,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2015,54.79,
CRI,LAP_2GDP_NOC_RT,XA:2133,2014,55.04,
CRI,LAP_2GDP_NOC_RT,XA:2133,2013,56.33,
CRI,LAP_2GDP_NOC_RT,XA:2133,2012,55.14,
CRI,LAP_2GDP_NOC_RT,XA:2133,2011,54.57,
CRI,LAP_2GDP_NOC_RT,XA:2133,2010,55.26,
CRI,LAP_2GDP_NOC_RT,XA:2133,2009,57.53,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2008,54.63,M
CRI,LAP_2GDP_NOC_RT,XA:2133,2007,53.36,
CRI,LAP_2GDP_NOC_RT,XA:2133,2006,53.81,
CRI,LAP_2GDP_NOC_RT,XA:2133,2005,54.01,
CRI,LAP_2GDP_NOC_RT,XA:2133,2004,55.98,
CUB,LAP_2GDP_NOC_RT,XA:1982,2019,42.57,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2018,42.14,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2017,42.16,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2016,42.2,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2015,41.45,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2014,41.82,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2013,41.4,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2012,41.22,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2011,41.03,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2010,40.4,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2009,40.5,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2008,39.33,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2007,38.17,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2006,39.66,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2005,42.08,I
CUB,LAP_2GDP_NOC_RT,XA:1982,2004,40.11,I
CYP,LAP_2GDP_NOC_RT,XA:2149,2019,49.74,M
CYP,LAP_2GDP_NOC_RT,XA:2149,2018,49.16,
CYP,LAP_2GDP_NOC_RT,XA:2149,2017,48.44,
CYP,LAP_2GDP_NOC_RT,XA:2149,2016,48.09,
CYP,LAP_2GDP_NOC_RT,XA:2149,2015,49.57,
CYP,LAP_2GDP_NOC_RT,XA:2149,2014,51.98,
CYP,LAP_2GDP_NOC_RT,XA:2149,2013,53.98,
CYP,LAP_2GDP_NOC_RT,XA:2149,2012,56.14,
CYP,LAP_2GDP_NOC_RT,XA:2149,2011,57.52,
CYP,LAP_2GDP_NOC_RT,XA:2149,2010,57.14,
CYP,LAP_2GDP_NOC_RT,XA:2149,2009,58.37,
CYP,LAP_2GDP_NOC_RT,XA:2149,2008,55.27,
CYP,LAP_2GDP_NOC_RT,XA:2149,2007,53.58,
CYP,LAP_2GDP_NOC_RT,XA:2149,2006,54.1,
CYP,LAP_2GDP_NOC_RT,XA:2149,2005,56.48,
CYP,LAP_2GDP_NOC_RT,XA:2149,2004,53.89,M
CZE,LAP_2GDP_NOC_RT,XA:1990,2019,56.43,M
CZE,LAP_2GDP_NOC_RT,XA:1990,2018,56.32,
CZE,LAP_2GDP_NOC_RT,XA:1990,2017,54.82,
CZE,LAP_2GDP_NOC_RT,XA:1990,2016,52.57,
CZE,LAP_2GDP_NOC_RT,XA:1990,2015,51.66,
CZE,LAP_2GDP_NOC_RT,XA:1990,2014,53.35,
CZE,LAP_2GDP_NOC_RT,XA:1990,2013,53.92,
CZE,LAP_2GDP_NOC_RT,XA:1990,2012,54.93,
CZE,LAP_2GDP_NOC_RT,XA:1990,2011,53.44,
CZE,LAP_2GDP_NOC_RT,XA:1990,2010,54.24,
CZE,LAP_2GDP_NOC_RT,XA:1990,2009,53.28,
CZE,LAP_2GDP_NOC_RT,XA:1990,2008,52.51,
CZE,LAP_2GDP_NOC_RT,XA:1990,2007,51.63,
CZE,LAP_2GDP_NOC_RT,XA:1990,2006,51.51,
CZE,LAP_2GDP_NOC_RT,XA:1990,2005,51.46,
CZE,LAP_2GDP_NOC_RT,XA:1990,2004,52.09,M
DEU,LAP_2GDP_NOC_RT,XA:2165,2019,63.22,M
DEU,LAP_2GDP_NOC_RT,XA:2165,2018,62.6,M
DEU,LAP_2GDP_NOC_RT,XA:2165,2017,61.92,
DEU,LAP_2GDP_NOC_RT,XA:2165,2016,61.66,
DEU,LAP_2GDP_NOC_RT,XA:2165,2015,62.15,
DEU,LAP_2GDP_NOC_RT,XA:2165,2014,61.92,
DEU,LAP_2GDP_NOC_RT,XA:2165,2013,62.22,
DEU,LAP_2GDP_NOC_RT,XA:2165,2012,62.06,
DEU,LAP_2GDP_NOC_RT,XA:2165,2011,61.15,
DEU,LAP_2GDP_NOC_RT,XA:2165,2010,61.7,
DEU,LAP_2GDP_NOC_RT,XA:2165,2009,62.89,
DEU,LAP_2GDP_NOC_RT,XA:2165,2008,59.69,
DEU,LAP_2GDP_NOC_RT,XA:2165,2007,59.1,
DEU,LAP_2GDP_NOC_RT,XA:2165,2006,60.14,
DEU,LAP_2GDP_NOC_RT,XA:2165,2005,62.24,
DEU,LAP_2GDP_NOC_RT,XA:2165,2004,62.47,
DJI,LAP_2GDP_NOC_RT,XA:2173,2019,40.84,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2018,40.7,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2017,41.45,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2016,41.15,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2015,40.9,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2014,41.07,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2013,41.59,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2012,41.63,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2011,41.03,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2010,41.82,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2009,42.45,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2008,41.41,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2007,41.62,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2006,41.67,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2005,42.11,I
DJI,LAP_2GDP_NOC_RT,XA:2173,2004,42.19,I
DNK,LAP_2GDP_NOC_RT,XA:2181,2019,56.19,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2018,56.46,
DNK,LAP_2GDP_NOC_RT,XA:2181,2017,56.69,
DNK,LAP_2GDP_NOC_RT,XA:2181,2016,58.01,
DNK,LAP_2GDP_NOC_RT,XA:2181,2015,58.57,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2014,58.75,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2013,59.3,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2012,59.8,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2011,60.84,
DNK,LAP_2GDP_NOC_RT,XA:2181,2010,59.94,
DNK,LAP_2GDP_NOC_RT,XA:2181,2009,63.48,M
DNK,LAP_2GDP_NOC_RT,XA:2181,2008,61.04,
DNK,LAP_2GDP_NOC_RT,XA:2181,2007,61.14,
DNK,LAP_2GDP_NOC_RT,XA:2181,2006,60.74,
DNK,LAP_2GDP_NOC_RT,XA:2181,2005,60.89,
DNK,LAP_2GDP_NOC_RT,XA:2181,2004,61.31,
DOM,LAP_2GDP_NOC_RT,XA:2189,2019,47.32,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2018,47.18,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2017,47.73,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2016,47.23,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2015,48.72,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2014,51.19,
DOM,LAP_2GDP_NOC_RT,XA:2189,2013,52.35,
DOM,LAP_2GDP_NOC_RT,XA:2189,2012,51,
DOM,LAP_2GDP_NOC_RT,XA:2189,2011,55.45,
DOM,LAP_2GDP_NOC_RT,XA:2189,2010,55.9,
DOM,LAP_2GDP_NOC_RT,XA:2189,2009,56.75,
DOM,LAP_2GDP_NOC_RT,XA:2189,2008,53.65,
DOM,LAP_2GDP_NOC_RT,XA:2189,2007,51.61,
DOM,LAP_2GDP_NOC_RT,XA:2189,2006,51.39,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2005,51.19,M
DOM,LAP_2GDP_NOC_RT,XA:2189,2004,52.69,M
DZA,LAP_2GDP_NOC_RT,XA:1829,2019,42.27,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2018,42.12,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2017,42.08,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2016,41.4,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2015,41.21,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2014,41.17,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2013,41.52,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2012,41.32,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2011,41.53,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2010,41.26,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2009,41.98,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2008,41.67,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2007,41.31,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2006,41.91,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2005,40.39,I
DZA,LAP_2GDP_NOC_RT,XA:1829,2004,40.98,I
ECU,LAP_2GDP_NOC_RT,XA:2012,2019,55.08,M
ECU,LAP_2GDP_NOC_RT,XA:2012,2018,54.67,
ECU,LAP_2GDP_NOC_RT,XA:2012,2017,52.79,
ECU,LAP_2GDP_NOC_RT,XA:2012,2016,52.79,
ECU,LAP_2GDP_NOC_RT,XA:2012,2015,53.01,
ECU,LAP_2GDP_NOC_RT,XA:2012,2014,51.11,
ECU,LAP_2GDP_NOC_RT,XA:2012,2013,51.7,
ECU,LAP_2GDP_NOC_RT,XA:2012,2012,50.76,
ECU,LAP_2GDP_NOC_RT,XA:2012,2011,48.63,
ECU,LAP_2GDP_NOC_RT,XA:2012,2010,47.77,
ECU,LAP_2GDP_NOC_RT,XA:2012,2009,49.17,
ECU,LAP_2GDP_NOC_RT,XA:2012,2008,44.13,
ECU,LAP_2GDP_NOC_RT,XA:2012,2007,45.59,
ECU,LAP_2GDP_NOC_RT,XA:2012,2006,45.35,M
ECU,LAP_2GDP_NOC_RT,XA:2012,2005,44.85,M
ECU,LAP_2GDP_NOC_RT,XA:2012,2004,44.67,M
EGY,LAP_2GDP_NOC_RT,XA:2016,2019,42.73,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2018,42.5,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2017,42.82,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2016,42.33,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2015,43.26,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2014,43.76,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2013,41.65,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2012,37.27,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2011,38.81,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2010,36.2,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2009,36,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2008,36.15,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2007,38.52,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2006,38.16,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2005,39.03,I
EGY,LAP_2GDP_NOC_RT,XA:2016,2004,41.32,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2019,41.3,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2018,40.94,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2017,41.99,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2016,41.17,I
ERI,LAP_2GDP_NOC_RT,XA:1921,2015,42.4,I
